Vị trí công việc,Nơi làm việc,Mức lương,Thời gian đăng,Kỹ năng yêu cầu,Đường link chi tiết
AI Engineer (English Required – Mid/Senior) SynergieGlobal Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683769
Machine Learning & Statistics Specialist | Ride-Hailing Analytics VinSmart Future Thoả thuận · Hà Nội ML Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Pandas, NumPy, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683768
Senior AI Engineer (Scalable Systems | Azure | MLOps) MiTek Vietnam Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683767
Senior Business Analyst Viettel Software Thoả thuận · Hà Nội Senior Business Analyst 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683766
[HCM - Hybrid] Generative AI Specialist (US Projects) Diksha Technology Thoả thuận · TP.Hồ Chí Minh AI Engineer 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683764
Business Analyst (Product/SaaS) Aimexy Thoả thuận · Hà Nội Business Analyst 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683762
"Consultant, Product Performance (Data Science) - FCO NAB Innovation Centre Vietnam Thoả thuận · Việt Nam Data Scientist 15 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683760
AI ENGINEER (MIDDLE/SENIOR) MobiFone Solutions Thoả thuận · Hà Nội Middle/Senior AI Engineer 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683759
Data Engineer [Eng fluent - Offer 45M] VMO Thoả thuận · Hà Nội Data Engineer 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683758
Senior Data Platform Engineer Aloha Consulting Group Thoả thuận · Hà Nội Senior Data Engineer 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"SQL, Tableau, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683757
"[HN] Data Engineer (From 3YoE, Eng fluent) VMO Thoả thuận · Hà Nội Data Engineer 15 ngày trước",Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683755
Data Engineer - Từ 2 năm kinh nghiệm - Upto 25M VNSKY Thoả thuận · Hà Nội Data Engineer 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683753
[Junior / Leader] Business Analyst 1Office - Nền tảng tự động hóa doanh nghiệp Thoả thuận · Hà Nội Junior Business Analyst 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683749
Data Engineer (Middle) VMO Thoả thuận · Hà Nội Middle Data Engineer 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683747
Data Engineer relocate to Dubai AGAPI Thoả thuận · TP.Hồ Chí Minh Data Engineer 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683745
"Senior AI Engineer – Ho Chi Minh City, Vietnam DIQIT Business Solutions Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 15 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, Excel, Pandas, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683741
[HN] Data Engineer(GCP)-Upto 70M SETA International Careers Thoả thuận · Hà Nội Data Engineer 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683738
Senior Data Analyst GiaoHangNhanh (GHN) Thoả thuận · TP.Hồ Chí Minh Senior Data Analyst 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Pandas, Spark, Docker, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683736
Data Engineer Meey Group JSC Thoả thuận · Hà Nội Data Engineer 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Spark, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683735
"Senior Business Analyst New Ocean IS Co., Ltd. Thoả thuận · TP.Hồ Chí Minh Senior Business Analyst 15 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683714
Business Analyst Bia Hạ Long Thoả thuận · Hà Nội Business Analyst 15 ngày trước,Hà Nội,Thỏa thuận,15 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683290
Associate Data Scientist (Contractor) HEINEKEN Vietnam Thoả thuận · TP.Hồ Chí Minh Data Scientist 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Pandas, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683163
Data Scientist Công ty TNHH T.M.G Thoả thuận · TP.Hồ Chí Minh Data Scientist 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Excel, Pandas, NumPy, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683082
"AI Engineer (Computer Vision, C++) Asilla Thoả thuận · Hà Nội AI Engineer 15 ngày trước",Hà Nội,Thỏa thuận,15 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/664418
Data Scientist | Remote Crossing Hurdles Thoả thuận · Việt Nam Data Scientist 15 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,15 ngày trước,"Python, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/423856
"Binance Accelerator Program - AI Engineer, Dev Tools Binance Thoả thuận · Hà Nội AI Engineer 15 ngày trước",Hà Nội,Thỏa thuận,15 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/235982
Data Analyst & Reporting Associate Shinhan Vietnam Finance Company Limited Thoả thuận · TP.Hồ Chí Minh 1 năm Data Analyst 16 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684836
"Data Analytics Engineer Shiseido Cosmetics Vietnam CO., LTD Thoả thuận · TP.Hồ Chí Minh Data Analyst 16 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Pandas, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684798
AI Engineer (Computer Vision) HBLAB Joint Stock Company Thoả thuận · Hà Nội AI Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684185
05 Business Analyst (Fintech) TDT Asia Thoả thuận · Hà Nội Business Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683772
Senior Full-stack AI Engineer Sunbytes Thoả thuận · Việt Nam Senior AI Engineer 16 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,16 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683770
Data Engineer (Eng Fluent) VMO Thoả thuận · Hà Nội Data Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683744
Kỹ sư quản lý và phân tích dữ liệu cấp cao Thientu HR Thoả thuận · TP.Hồ Chí Minh Data Analyst 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"SQL, Power BI, Tableau, Excel, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683730
Data Manager Thientu HR Thoả thuận · TP.Hồ Chí Minh Manager Data Analyst 15 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683729
Data Analyst Gear Inc. Thoả thuận · Đà Nẵng Data Analyst 15 ngày trước,Đà Nẵng,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683728
Real-time Data Analyst Gear Inc. Thoả thuận · Đà Nẵng Data Analyst 15 ngày trước,Đà Nẵng,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683727
Data Analyst Trustonic Thoả thuận · Hà Nội Data Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Tableau, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683725
"Senior/Principal AI Engineer (Python/NLP/LLM) Money Forward Vietnam Co., Ltd Thoả thuận · TP.Hồ Chí Minh Principal AI Engineer 16 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683724
Senior AI/ML Engineer CodeLink Thoả thuận · Hà Nội Senior ML Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683723
Lead Business Analyst SmartOSC Marketing Agency Thoả thuận · Hà Nội Lead Business Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683721
Ai Engineer (Middle) HBLAB Joint Stock Company Thoả thuận · Hà Nội Middle AI Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683719
Machine Learning System Engineer Moreh Vietnam Thoả thuận · Hà Nội ML Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683717
Senior Data Engineer Trustonic Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 16 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Tableau, Excel, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683716
Business Analyst FPT Digital Thoả thuận · Hà Nội Business Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683713
Database Administrator VIETNAM VDB CONSULTING Thoả thuận · Hà Nội Data Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683711
Data Manager RED² Digital Thoả thuận · TP.Hồ Chí Minh Manager Data Analyst 16 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Power BI, Tableau, Excel, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683710
Junior/Mid/Senior BI Developer VietinBank Thoả thuận · Hà Nội Junior Data Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683709
Senior Data Engineer (AWS or GCP) upto 75M FPT Software Innovation Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 16 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683707
Mid/Senior Business Data Analyst VietinBank Thoả thuận · Hà Nội Senior Data Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683706
[HN - VMO] Data Engineer - High Paid VMO Thoả thuận · Hà Nội Data Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683704
Senior/Expert AI engineer SmartOSC Marketing Agency Thoả thuận · Hà Nội Expert AI Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683702
Senior Analytics Engineer Elfie Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 16 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683699
Business Analyst Equix Technologies Thoả thuận · Hà Nội Business Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683698
[HN] Technical Business Analyst AWING CAREER Thoả thuận · TP.Hồ Chí Minh Business Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683696
Business Analyst HBLAB Joint Stock Company Thoả thuận · Hà Nội Business Analyst 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683695
Senior Data Engineer Trustify Technology Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 16 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683645
AI Engineer Middle/Senior SKY CORPORATION Thoả thuận · Hà Nội Middle/Senior AI Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/673252
Data Engineer CAEX Thoả thuận · Hà Nội Data Engineer 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Spark, AWS, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/665373
Data Scientist VMO Thoả thuận · Hà Nội Data Scientist 16 ngày trước,Hà Nội,Thỏa thuận,16 ngày trước,"Python, Excel, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/556500
"Senior Data Warehouse Engineer - Big Data, Flink Binance Thoả thuận · Hà Nội Senior Data Engineer 16 ngày trước",Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Spark, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/405232
"Pioneer Talent Program - AI Engineer, Dev Tools Binance Thoả thuận · Hà Nội AI Engineer 16 ngày trước",Hà Nội,Thỏa thuận,16 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/289472
"Machine Learning Scientist, Up to Senior Staff Level (AI Research Vietnam) Qualcomm Thoả thuận · TP.Hồ Chí Minh Principal Data Scientist 16 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/281
"Business Intelligence Analyst (Operations) - Business Intelligence & Planning, Shopee Shopee Thoả thuận · TP.Hồ Chí Minh Business Analyst 16 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/200
Hanoi| Business Analyst (Fintech/ Insurance) Up To $1500 MISA JSC Thoả thuận · Hà Nội Business Analyst 17 ngày trước,Hà Nội,Thỏa thuận,17 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683686
Senior/Lead Data Scientist Masan Group Thoả thuận · TP.Hồ Chí Minh Lead Data Scientist 17 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,17 ngày trước,"Python, Excel, Spark, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683681
"Senior Business Intelligence Analyst (Ecommerce/Commercial Domain) - Business Intelligence & Planning, ShopeeFood Shopee Thoả thuận · TP.Hồ Chí Minh Senior Business Analyst 17 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,17 ngày trước,"SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/8681
QC Analyst (Open To Data Quality) ONPOINT COMPANY LIMITED Thoả thuận · TP.Hồ Chí Minh Data Analyst 18 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684946
Lead Business Analyst GSM - Green SM Thoả thuận · TP.Hồ Chí Minh Lead Business Analyst 18 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683673
[HN/HCM] DevSecOps / MLOps/LLMOps Engineer (Cloud & AI Platform) VinSOC Thoả thuận · Hà Nội ML Engineer 18 ngày trước,Hà Nội,Thỏa thuận,18 ngày trước,"AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683671
Junior Data Engineer [Ha Noi] Data Impact Thoả thuận · Hà Nội Junior Data Engineer 18 ngày trước,Hà Nội,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683670
Data Automation Engineer (Fresher) Tuyển Dụng 247 Thoả thuận · TP.Hồ Chí Minh Fresher Data Engineer 18 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683442
"Lead AI Engineer (.NET/Java, English) Topicus Vietnam Thoả thuận · TP.Hồ Chí Minh Lead AI Engineer 18 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683248
"Business Analyst Leader (IT) NTT DATA, Inc. Thoả thuận · TP.Hồ Chí Minh Lead Business Analyst 18 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Excel, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/594036
Software Business Analyst Corsair Thoả thuận · Việt Nam Business Analyst 18 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,18 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/589162
"Data Analyst, Risk Binance Thoả thuận · Hà Nội Data Analyst 18 ngày trước",Hà Nội,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/378707
Data Governance Team Manager UOB Thoả thuận · TP.Hồ Chí Minh Manager Dữ Liệu 18 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/378611
Data Engineer NTT DATA Asia Pacific Thoả thuận · Hà Nội Data Engineer 18 ngày trước,Hà Nội,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Excel, Spark, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/368280
Senior Staff Machine Learning Engineer Motorola Solutions Thoả thuận · TP.Hồ Chí Minh Principal Data Scientist 18 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/9113
Senior Machine Learning Engineer EPAM Systems Thoả thuận · Việt Nam Senior Data Scientist 18 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,18 ngày trước,"Python, Pandas, Spark, Azure, Docker, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/292
Data Scientist - AI Engineer - HCM SOCOTEC Thoả thuận · TP.Hồ Chí Minh AI Engineer 18 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, SQL, Excel, Pandas, NumPy, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/256
Data Engineer | 2-4 Năm Kinh Nghiệm | Hà Nội Công ty Cổ phần Y Dược Vietlife Thoả thuận · Hà Nội Data Engineer 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684962
Senior Supply Chain Data Analyst Navigos Search Thoả thuận · Hà Nội 5 năm Senior Data Analyst 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684873
Data Scientist Công Ty Cổ Phần Chứng Khoán SSI Thoả thuận · Hà Nội 2 năm Data Scientist 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684858
"Business Analyst (ERP/Logistics) CyberLogitec Vietnam Co., Ltd. Thoả thuận · Hà Nội Middle Business Analyst 19 ngày trước",Hà Nội,Thỏa thuận,19 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684780
Salesforce Business Analyst - to be work in malaysia. Collabera Thoả thuận · TP.Hồ Chí Minh Business Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683942
Senior Analytics Engineer BE GROUP Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683748
Software Engineer Tech Lead – Big Data Backend | SaaS Platform (Upto $4500) Beezy Thoả thuận · Hà Nội Lead Data Engineer 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683694
Senior to Manager | AI Engineer | HCMC Office EY Thoả thuận · TP.Hồ Chí Minh Manager AI Engineer 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683679
AI Engineer (Mid to Senior Level) Zalopay Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683676
Senior Business Analyst (Domain F&B/Retail) MISA CAREERS Thoả thuận · Hà Nội Senior Business Analyst 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/683667
Senior Data Analyst Golden Gate Restaurant Group Thoả thuận · Hà Nội Senior Data Analyst 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683664
AI Engineer (Hubspot & Integrations) WRS Health Thoả thuận · Việt Nam AI Engineer 19 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,19 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683663
"*Senior Executive, BI & Data Analytics Engineer DKSH Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 19 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/683662
Senior Data Analyst Golden Gate Restaurant Group Careers Thoả thuận · Hà Nội Senior Data Analyst 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683661
Artificial Intelligence Engineer AGAPI Thoả thuận · Hà Nội AI Engineer 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683647
BUSINESS ANALYST (EDTECH SYSTEMS) Công ty Cổ phần Giáo dục German Link Thoả thuận · Hà Nội Business Analyst 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683642
Business Intelligence Assistant Manager - Shopee Shopee Thoả thuận · TP.Hồ Chí Minh Manager Business Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683641
CRM Supervisor – Data Analysis/Business Intelligence Duy Anh Fashion And Cosmetic (DAFC) Thoả thuận · TP.Hồ Chí Minh Data Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683638
[ONSITE PROJECT] MIDDLE/SENIOR DATA ENGINEER AHT Tech Thoả thuận · Hà Nội Middle/Senior Data Engineer 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Tableau, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683636
Data Architect MISA CAREERS Thoả thuận · Hà Nội Dữ Liệu 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"SQL, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683634
AI Engineer MISA CAREERS Thoả thuận · Hà Nội AI Engineer 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683633
Business Analyst | HCMC Office EY Thoả thuận · TP.Hồ Chí Minh Business Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683629
Senior Business Analyst Masan Group Thoả thuận · TP.Hồ Chí Minh Senior Business Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Power BI, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683622
Artificial Intelligence Engineer Hasaki Vietnam Joint Stock Company Thoả thuận · TP.Hồ Chí Minh AI Engineer 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683614
Business Analyst Intern - Fully Remote CoverGo | Insurtech Thoả thuận · Việt Nam Intern Business Analyst 19 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,19 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683608
[HN] AI Engineer (Product - Focused) Base.vn Thoả thuận · Hà Nội AI Engineer 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683601
"AI Engineering, Specialist AIA Vietnam Thoả thuận · TP.Hồ Chí Minh AI Engineer 19 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/675060
Data Engineer Kaopiz Thoả thuận · Hà Nội Data Engineer 19 ngày trước,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/637844
Data Analyst LOTTE Mart Vietnam Thoả thuận · TP.Hồ Chí Minh Data Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/637424
